row_id,user_id,video_id,score
213,77,6087,0.6851
214,77,6390,0.0322581
215,77,3769,0
216,77,1853,0.461598
217,77,4955,0.801843
218,77,1212,0.384793
219,77,2115,0.341782
220,77,53,0.952381
221,77,1757,0.559908
222,77,4496,0.790323
223,77,5674,0.65745
224,77,5931,0.513825
225,79,6619,0.494048
226,80,4904,0.4
227,80,6413,0.128571
228,81,7336,0.761905
229,81,6303,0.390476
230,82,1298,0.62963
231,82,7072,0.0820106
232,82,2510,0.338624
233,82,2207,0.783069
234,83,1754,0.911172
235,83,1489,0.8663
236,83,1344,0.898352
237,83,3670,0.227106
238,83,2963,0.311355
239,83,3876,0.113553
240,83,3936,0.565934
241,83,2030,0.822344
242,83,6268,0.513736
243,83,2395,0.580586
244,84,4003,0.047619
245,86,2383,0.636905
246,86,6989,0.72619
247,88,419,0.419048
248,88,419,0.319048
249,88,220,0.516667
250,88,1264,0.25
251,88,3936,0.9
252,91,5808,0.5
253,92,3982,0.962585
254,92,4644,0.486395
255,92,3352,0.894558
256,92,2399,0.142857
257,94,1694,0.25
258,94,1694,0
259,96,3959,0.97619
260,96,3018,0.857143
261,96,2684,0
262,98,7443,0.602041
263,98,936,0.517007
264,98,4271,0.751701
265,98,2041,0.52381
266,99,4496,0.785714
267,99,4631,0.860119
268,99,443,0.619048
269,99,2257,0.776786
270,100,3786,0.416667
271,100,2148,1
272,100,5866,0.636905
273,101,1033,0.178571
274,102,4788,0
275,102,5618,0.5
276,104,5414,0.853896
277,104,6831,0.376623
278,104,4463,0.113636
279,104,2995,0.851732
280,104,2604,0.288961
281,104,6969,0.997835
282,104,7105,0.510823
283,104,7122,0.866883
284,106,1588,1
285,107,6552,0.797619
286,107,2981,0
287,108,3018,0.664021
288,108,7233,0.849206
289,108,4512,0.325397
290,108,3941,0.126984
291,108,3955,1
292,109,6459,0.761905
293,109,2962,0.992063
294,109,3603,0.468254
295,110,4252,0.461905
296,110,5561,0.309524
297,111,4172,0.660714
298,111,5928,0.25
299,111,5928,0
300,114,3685,0.809524
301,114,1964,0.510204
302,114,3315,0.452381
303,115,1723,0.865079
304,115,6884,0.843915
305,115,333,0.111111
306,115,501,0.566138
307,115,4870,0.486772
308,118,1788,0.674603
309,118,1839,0
310,119,1522,0.690476
311,120,3393,1
312,121,5733,1
313,122,4636,0.712585
314,122,3557,0.482993
315,122,2790,0.928571
316,122,1754,0.933673
317,122,1164,0.156463
318,122,2303,0.738095
319,122,6488,0.610544
320,122,5822,0.22449
321,122,3175,0.25
322,124,6551,0.2
323,124,6551,0
324,125,655,0.785714
325,125,3969,0.64986
326,125,29,0.371148
327,125,5641,0.72549
328,125,4814,0.72409
329,125,2383,0.488796
330,125,1217,0.156863
331,125,2510,0.956583
332,125,3369,0.264706
333,125,194,0.0560224
334,125,2678,0.00280112
335,126,5849,0.304762
336,126,3581,0.871429
337,126,2399,0.0619048
338,127,7247,0.452381
339,129,2867,0.833333
340,129,6291,1
341,129,6132,0.496032
342,130,4603,0.955782
343,130,3706,0.659864
344,130,324,0.513605
345,132,509,0.57672
346,132,7160,0.582011
347,132,4904,0.693122
348,132,1052,0.111111
349,133,459,1
350,134,4270,1
351,134,3941,0.590909
352,135,7449,0
353,136,6962,0.052381
354,136,5933,0.0412698
355,136,682,0.485714
356,136,1749,0.431746
357,136,2659,0.938095
358,136,2961,0.2
359,136,7264,0.739683
360,136,1751,0.614286
361,136,5787,0.106349
362,136,1590,0.765079
363,137,4113,1
364,138,6588,0.363946
365,138,6968,0.97449
366,138,6397,0.0323129
367,138,7219,0.132653
368,138,582,0.712585
369,138,5284,0.496599
370,139,6303,0.436508
371,140,1052,0.0714286
372,140,6413,0.587302
373,140,6533,0.796296
374,142,1483,0.419913
375,142,2012,0.818182
376,142,6330,0.774892
377,142,1486,0.138528
378,142,3913,0.551948
379,143,3302,0.27381
380,144,403,0.589286
381,144,1668,0
382,144,5371,1
383,144,2980,0.4375
384,144,2465,0.407738
385,145,2544,0.272487
386,145,6683,0.291005
387,146,4644,1
388,147,4420,0.566667
389,147,5373,0.861905
390,147,7129,0.938095
391,150,1046,0.204762
392,150,4631,0.909524
393,150,1957,0.80119
394,151,4113,0.547619
395,151,1707,0.5
396,151,5045,0.107143
397,152,886,0.540816
398,152,5373,0.92517
399,153,5536,0.964286
400,153,6718,0.440476
401,153,7356,0.27381
402,154,6989,1
403,156,220,0.103175
404,156,2061,0.666667
405,157,2544,0.650794
406,157,6862,0.984127
407,158,4195,0.448413
408,158,3685,0.833333
409,158,2087,0.865079
410,159,3386,1
411,159,1577,0
412,160,5675,0.746032
413,160,6678,0.30291
414,160,5374,0.829365
415,160,1412,0.464286
416,160,3623,0.772487
417,161,1033,0
418,161,6921,0.934524
419,161,6809,0.136905
420,162,3600,0.321429
421,162,682,0.97619
422,162,2387,0.202381
423,163,4113,0.384354
424,163,2303,0.761905
425,163,29,0.261905
426,163,4258,0
427,164,6252,0
428,166,145,0.907738
429,167,3018,1
430,167,7222,0.154762
431,167,3902,0.345238
432,168,527,0.166667
433,168,2963,0.496032
434,168,6769,0.555556
435,168,6687,0.809524
436,169,3691,0.793651
437,169,7199,0.246032
438,169,2945,0.206349
439,171,157,1
440,172,6125,0.511905
441,172,911,0.785714
442,173,868,0.391775
443,173,321,0.0324675
444,175,1726,0
445,176,2303,0.94709
446,176,804,0.781746
447,176,7058,0.193122
448,176,3352,0.888889
449,176,3796,0.997354
450,176,7160,0.62037
451,176,2177,0.402116
452,176,4322,0.0330688
453,176,433,0.19709
454,176,1911,0.185185
455,176,6699,0.193122
456,176,6774,0.732804
457,177,1632,1
458,178,3629,0.309524
459,179,2332,0.372449
460,179,453,0.0714286
461,179,1282,0.896259
462,179,2202,0.653061
463,179,4332,0.527211
464,179,1470,0.573129
465,179,6975,0.357143
466,180,1074,0.785714
467,181,3128,0.333333
468,181,4496,0.884921
469,181,6082,0.107143
470,181,1015,0.84127
471,184,2491,0.566138
472,184,5034,0.0952381
473,184,122,0.351852
474,184,3822,0.0727513
475,184,1695,0.301587
476,184,6161,0.847884
477,184,579,0.301587
478,184,2362,0.333333
479,184,3501,0.390212
480,184,3951,0.670635
481,185,2303,0.738095
482,185,2869,0.425595
483,185,1957,0.925595
484,185,5031,0.550595
485,185,3578,0.178571
486,186,445,1
487,186,4636,0.452381
488,187,2004,0.993197
489,187,3182,0.557823
490,187,3182,0.486395
491,187,4569,0.642857
492,187,4569,0.571429
493,187,6132,0.431973
494,187,6132,0.360544
495,188,4460,0
496,188,7107,1
497,189,6962,0
498,189,2949,0.470238
499,189,3691,0.910714
500,189,3018,0.47619
501,190,4339,0.531746
502,191,3217,0.707483
503,191,1033,0.302721
504,191,5034,0.309524
505,191,527,0.0459184
506,191,7110,0.508503
507,192,6504,1
508,192,4172,0.666667
509,197,2113,0.526455
510,197,6531,0.531746
511,197,509,0.542328
512,197,6485,0.222222
513,198,7335,0.231293
514,198,6946,0.438776
515,198,6381,0.945578
516,198,4166,0.0646259
517,199,299,1
518,199,2985,0.672619
519,199,3740,0
520,200,299,1
521,200,1868,0
522,201,1694,0.47619
523,201,708,1
524,202,3113,0.769841
525,204,5371,0.967181
526,204,982,0.642214
527,204,2957,0.301158
528,204,1575,0.853925
529,204,1656,0.283784
530,204,5346,0.731017
531,204,6997,0.266409
532,204,5513,0.572716
533,204,6282,0.575933
534,204,2614,0.104247
535,204,3339,0.83269
536,204,382,0.737452
537,204,650,0.0469755
538,204,1702,0.912484
539,204,4768,0.0508366
540,204,1788,0.546976
541,204,4214,0.16538
542,205,1693,0.554383
543,205,703,0.274892
544,205,4946,0.701299
545,205,3763,0.687771
546,205,193,0.840368
547,205,1695,0.42316
548,205,3670,0.470779
549,205,6659,0.547619
550,205,3079,0.686959
551,205,132,0.301407
552,205,6436,0.0549242
553,205,4803,0.277327
554,205,5825,0.149621
555,205,5446,0.519481
556,205,6884,0.950216
557,205,4077,0.587662
558,205,1109,0.140693
559,205,4672,0.59118
560,205,239,0.215368
561,205,6267,0.358496
562,205,5108,0.127976
563,205,3708,0.0156926
564,205,3083,0.397998
565,205,2878,0.525974
566,205,29,0.477002
567,205,5868,0.723755
568,205,2383,0.698864
569,205,2709,0.0765693
570,205,5553,0.483225
571,205,1744,0.964556
572,205,5029,0.387175
573,205,4737,0.689665
574,205,2814,0.288961
575,205,3712,0.0692641
576,205,2213,0.192911
577,205,63,0.575487
578,205,6222,0.189394
579,206,5928,0.377551
580,206,5928,0.234694
581,206,5796,0.244898
582,207,4992,0.0892857
583,207,7219,0.160714
584,207,5056,0.5
585,207,6553,1
586,208,4161,1
587,210,978,0.119048
588,210,978,0.518707
589,210,978,0.454082
590,210,6478,0.714286
591,210,7378,0.102041
592,210,7085,0.406463
593,210,3216,0.210884
594,210,2431,0.537415
595,211,5374,0.883333
596,211,6860,0.330952
597,211,4166,0.204762
598,211,657,0
599,214,4640,0.461905
600,214,6403,0.538095
601,215,3210,0.988095
602,215,2177,0.5
603,215,4893,0.85119
604,215,220,0.125
605,216,6921,0.779762
606,216,6291,0.315476
607,216,4941,0.535714
608,218,3238,0.510989
609,218,6471,0
610,218,832,1
611,218,3849,0.137363
612,218,5096,0.419414
613,218,5603,0.0934066
614,218,4332,0.622711
615,218,2348,0.53663
616,218,7336,0.624542
617,221,527,0.111111
618,221,6700,0.925926
619,221,1894,0.632275
620,221,4750,0.222222
621,221,3159,0.719577
622,221,3102,0.677249
623,221,6865,0.333333
624,222,53,0.931973
625,222,3321,0.517007
626,222,3545,0.037415
627,223,3238,0.52381
628,223,5137,0.827381
629,223,6181,0.89881
630,224,2399,0.047619
631,225,6792,0.992063
632,225,6769,0.559524
633,226,4113,0.57381
634,226,4113,0.47381
635,226,2383,0.845238
636,226,3128,0.22619
637,226,5513,0.388095
638,226,868,0.807143
639,226,6346,0.995238
640,226,1535,0.104762
641,226,2407,0
642,227,5463,1
643,228,2805,1
644,229,2784,0.119048
645,229,2573,0.0343915
646,229,3916,0.444444
647,229,4496,0.989418
648,232,1833,0.285714
649,233,3742,1
650,234,5995,0.714286
651,234,5096,0.321429
652,234,7017,0.416667
653,235,4569,0.428571
654,236,3587,0.666667
655,236,6024,0.64966
656,236,3706,0.636054
657,237,6423,0.785714
658,238,5844,0.740079
659,238,3978,0
660,238,6678,0.593254
661,238,1076,0.363095
662,238,923,0.65873
663,238,5713,0.238095
664,238,5966,0.896825
665,239,185,0.758929
666,239,1993,0.303571
667,239,2160,0.863095
668,239,1878,0.00595238
669,240,792,1
670,241,3461,0.333333
671,242,3216,0.25
672,242,2993,0
673,243,2700,0.261905
674,244,6026,0.25
675,244,4417,0
676,244,3018,0.684524
677,244,299,1
678,246,4185,0.015873
679,248,4004,0.309524
680,248,3833,0.693878
681,248,7357,0.142857
682,248,7257,0
683,248,6439,0.993197
684,250,2729,0.757143
685,250,6518,1
686,251,1934,0.052381
687,251,3352,0.9
688,251,5665,0.747619
689,251,4506,1
690,251,6921,0.566667
691,252,2594,0.0171958
692,252,4194,0.699735
693,252,2654,0.222222
694,252,5239,1
695,252,7486,0.291005
696,253,5664,0.178571
697,253,2999,1
698,253,6775,0.321429
699,255,4311,0.18254
700,255,2951,1
701,255,4477,0.349206
702,256,6209,0.39418
703,256,1498,0.275132
704,256,1957,0.111111
705,256,6565,0.933862
706,258,256,0.119048
707,258,6565,0.946429
708,258,3568,0.130952
709,260,7045,0.797619
710,260,5567,0.482143
711,260,6478,0
712,260,5073,0.47619
713,260,4672,0.744048
714,261,3369,0.0396825
715,261,247,0.169312
716,261,3849,0.415344
717,261,5351,0.362434
718,263,3625,0.607143
719,265,6413,0.25
720,265,1133,0.660714
721,266,347,0.64966
722,266,5381,0.306122
723,267,4506,0.422619
724,267,368,0.910714
725,268,6132,0.304762
726,268,335,0.6
727,268,335,0.5
728,269,2160,0.404762
729,269,167,0.122024
730,270,2904,0.835979
731,270,2684,0.0714286
732,270,4636,0.706349
733,272,4928,0.995671
734,272,4172,0.757576
735,272,7063,0.751082
736,272,2684,0.0909091
737,272,2684,0
738,272,5747,0.448052
739,272,5314,0.512987
740,272,5474,0.268398
741,272,5474,0.186147
742,273,2414,1
743,276,443,0.540476
744,276,682,0.628571
745,276,3155,0.00952381
746,276,7287,0.709524
747,278,1200,1
748,278,7542,0.554422
749,278,6064,0.302721
750,279,5128,0.184524
751,281,7044,0
752,281,3573,0.630952
753,282,1162,0.550595
754,282,2681,0.830357
755,282,5955,1
756,282,4888,0.169643
757,283,4916,0.169643
758,283,2171,0.205357
759,283,5591,1
760,283,6189,0.604167
761,283,5809,0.699405
762,283,1522,0
763,284,3587,0.609944
764,284,333,0.204482
765,284,2368,0.913165
766,284,2030,0.885854
767,284,281,0.0294118
768,284,6267,0.173669
769,284,5759,0.396359
770,284,4158,0.705182
771,284,171,0.416667
772,284,2413,0.832633
773,284,6205,0.484594
774,284,5697,0.490196
775,284,3173,0.816527
776,285,6209,0.888889
777,285,104,0.777778
778,285,3595,0.497354
779,286,1909,0.598039
780,286,500,0.637255
781,286,5033,0.386555
782,286,5311,0.148459
783,286,520,0.981793
784,286,1103,0.767507
785,286,5900,0.508403
786,286,2794,0.773109
787,286,2794,0.229692
788,286,4646,0.0448179
789,286,7136,0.773109
790,286,1440,0.114846
791,287,2635,0.619048
792,287,1395,0.185714
793,287,4638,1
794,287,4302,0.357143
795,288,4636,1
796,289,2631,0.296537
797,289,4823,0.978355
798,289,2926,0.729437
799,289,3018,0.24026
800,289,1861,0.426407
801,290,1522,0
802,291,122,0.238095
803,291,908,0.133929
804,291,3221,0.955357
805,291,7015,0.684524
806,291,6886,0.779762
807,292,127,0.917367
808,292,5430,0.0378151
809,294,3505,0.412698
810,294,5931,0.119048
811,295,4856,0
812,296,6769,0.0547619
813,296,605,0.890476
814,296,2049,0.321429
815,297,1785,1
816,298,1886,0.670426
817,298,3393,0.398496
818,298,6989,0.636591
819,298,4650,0.815789
820,299,1957,0.261905
821,299,1957,0.0619048
822,299,4563,0.852381
823,300,7256,0.2
824,300,6280,0
825,300,4063,0.8
826,303,3504,0.707483
827,303,120,0.62415
828,303,3048,0.0493197
829,303,2744,0.568027
830,303,3310,1
831,303,6181,0.777211
832,303,3926,0.29932
833,303,6733,0.855442
834,306,3654,0.29932
835,306,2962,0.79932
836,306,996,0
837,307,2399,1
838,308,7015,1
839,309,6804,1
840,309,70,0.119048
841,312,2303,0.920635
842,313,247,0.138528
843,313,240,0.54329
844,313,3000,0.805195
845,313,2363,0.294372
846,313,610,0.112554
847,315,3625,0.69697
848,315,1052,0.0909091
849,315,1052,0
850,315,2544,0.52381
851,315,623,0.813853
852,315,2980,0.584416
853,316,1419,0.25
854,316,6847,0.809524
855,318,5238,0.830952
856,318,2510,0.797619
857,318,4870,0.609524
858,318,2399,0.37381
859,318,2049,0.483333
860,321,5307,0.198413
861,321,7017,0.365079
862,321,2700,0.0873016
863,321,4161,0.876984
864,321,2303,0.746032
865,322,2675,1
866,323,2004,0.77551
867,323,6769,0.204082
868,323,3018,0.520408
869,324,3131,0.956349
870,325,4283,0.909864
871,325,6191,0.807823
872,325,4662,0.671769
873,325,6565,0.989796
874,325,2962,0.540816
875,325,226,0.241497
876,325,5585,0.0816327
877,325,6274,0.346939
878,326,2303,1
879,328,792,0.960317
880,330,38,0.834821
881,330,2383,0.433036
882,330,6921,0.547619
883,330,3207,0.31994
884,330,1783,0.153274
885,330,3685,0.938988
886,330,54,0.212798
887,330,6507,0.363095
888,330,2399,0.138393
889,330,2092,0.046131
890,331,6775,1
891,332,6031,0.0674603
892,332,67,0.940476
893,333,4270,1
894,333,6909,0.492063
895,335,5522,0.957143
896,335,2084,0.250794
897,335,3112,0.596825
898,335,6241,0.673016
899,335,6416,0.525397
900,335,657,0.160317
901,335,2383,0.334921
902,335,1308,0.00634921
903,337,5073,1
904,338,65,0.0238095
905,338,7136,0.97619
906,339,6026,0.047619
907,341,610,0.1
908,341,238,1
909,341,3955,0.77619
910,341,3959,0.788095
911,341,2750,0.588095
912,341,2303,0.607143
913,341,5585,0
914,341,4660,0.57381
915,341,3010,0.216667
916,343,6026,1
917,344,4640,0.235294
918,344,682,0.443978
919,344,2510,0.803922
920,344,4715,0.603641
921,344,2527,0.830532
922,344,1075,0.62605
923,344,4807,0.114846
924,344,4605,0.85014
925,344,4849,0.0518207
926,345,3791,0.722222
927,346,3936,0.725275
928,346,4768,0.111722
929,346,5351,0.355311
930,346,5463,0.666667
931,346,6839,0.258242
932,346,5639,0.860806
933,346,6286,0.408425
934,347,162,0.5
935,347,7233,0.920635
936,347,2612,0.333333
937,347,6540,0.785714
938,349,3387,1
939,350,3858,0.531746
940,350,2303,1
941,350,4113,0.468254
942,351,5414,0.35084
943,351,3000,0.458683
944,351,3477,0.12605
945,351,3334,0.128151
946,351,792,0.77521
947,351,453,0.189076
948,351,45,0.661765
949,351,6268,0.422269
950,351,3705,0.0637255
951,352,149,0
952,352,199,1
953,355,5201,0.583333
954,355,4569,0.25
955,356,992,0.190476
956,356,4577,1
957,356,5720,0.380952
958,357,6676,0.419414
959,357,6368,0.915751
960,362,213,0.846154
961,362,5109,0.659341
962,362,7235,0.391941
963,362,1280,0.0769231
964,362,3897,0.258242
965,363,453,0
966,365,2986,0.761905
967,366,6573,0.0782313
968,366,6573,0.0306122
969,366,2551,0.722222
970,366,4313,0.654195
971,366,364,0.852608
972,367,5725,0
973,368,2303,1
974,370,2631,0.492063
975,370,4283,0.805556
976,370,6551,0.0833333
977,370,6551,0
978,370,3551,0.430556
979,370,6418,0.422619
980,371,6921,0.67619
981,371,3587,0.685714
982,372,6001,0.753968
983,372,6191,0.970899
984,372,6398,0.343915
985,372,3234,0.761905
986,379,7322,1
987,379,3706,0.64881
988,380,3383,1
989,380,1861,0.5
990,382,601,0.459707
991,382,681,1
992,382,5169,0.833333
993,382,3885,0.173993
994,382,347,0.749084
995,382,1007,0.379121
996,382,4087,0.813187
997,382,3182,0.0805861
998,383,4163,0.666667
999,383,4569,0.333333
1000,383,4569,0
1001,384,945,0
1002,384,1725,0.333333
1003,384,6439,0.968254
1004,385,1707,0.496599
1005,385,143,0
1006,385,5948,0.857143
1007,386,445,1
1008,386,3369,0
1009,388,2160,0.514881
1010,388,29,0.0714286
1011,388,3951,0.520833
1012,388,185,0.282738
1013,389,4063,0.88
1014,389,4190,0.218095
1015,389,370,0.320952
1016,389,3325,0.247619
1017,389,370,0.749524
1018,389,1189,0.339048
1019,389,4680,0.433333
1020,389,2958,0.144762
1021,389,6769,0.118095
1022,389,669,0.181905
1023,391,4004,0.494709
1024,391,2231,0.111111
1025,391,3159,0.703704
1026,391,3155,0.343915
1027,393,7196,1
1028,395,2544,0.72619
1029,395,2819,0.305556
1030,396,2002,0.504329
1031,396,7261,0.214286
1032,396,445,0.97619
1033,396,4771,0.0584416
1034,398,933,0.0619048
1035,398,722,0.138095
1036,398,67,0.857143
1037,398,5374,0.838095
1038,399,2383,0.595238
1039,399,2962,0.770833
1040,399,5920,0.136905
1041,400,1656,0.338095
1042,400,2399,0.595238
1043,400,3299,0.661905
1044,403,1412,1
1045,405,453,0
1046,405,3430,0.607143
1047,405,2076,0.575397
1048,405,3310,1
1049,406,682,0.821429
1050,407,3844,1
1051,408,3393,0.630952
1052,408,3129,1
1053,408,5399,0.160714
1054,408,3232,0.619048
1055,409,4081,0.840476
1056,409,6888,0.545238
1057,409,1737,0.235714
1058,409,4552,0.478571
1059,409,2053,0.188095
1060,409,7172,0
1061,409,232,0.519048
1062,411,1679,0.142857
1063,412,2786,0.77381
1064,412,2171,0.583333
1065,412,6111,0.354762
1066,412,2594,0
1067,413,3970,0.67033
1068,413,6149,0.732601
1069,413,6917,0.391941
1070,415,6921,0.642857
1071,416,4013,0.561224
1072,416,4071,0.142857
1073,417,633,0.773016
1074,417,2962,0.530159
1075,417,682,0.463492
1076,417,4103,0.246032
1077,417,2245,0.733333
1078,417,1938,0.712698
1079,420,3430,0.563492
1080,420,5665,0.555556
1081,420,5485,0
1082,420,3248,0.880952
1083,423,3158,0.746032
1084,424,4214,0.671429
1085,424,1350,0.314286
1086,425,5841,0.706349
1087,425,5841,0.373016
1088,425,1868,0.68254
1089,425,5567,0.238095
1090,426,2399,0.333333
1091,426,3685,0.825397
1092,427,985,0.119048
1093,427,1050,0.761905
1094,428,5633,0.333333
1095,430,748,0
1096,431,4311,0.5
1097,432,3587,0.0277778
1098,432,2712,0.535714
1099,434,2171,0.441176
1100,434,4670,0.714286
1101,434,5633,0.728291
1102,434,5239,0.564426
1103,434,1621,0.516807
1104,434,6459,0.471989
1105,434,3648,0.498599
1106,434,473,0.0588235
1107,434,1280,0.127451
1108,434,5802,0
1109,435,627,1
1110,435,7219,0
1111,435,5683,0.5
1112,436,697,0.422619
1113,436,2581,0.839286
1114,438,6989,0.678571
1115,438,299,0.990476
1116,440,6537,0
1117,441,5603,0.25
1118,441,3430,0.60119
1119,444,5954,0
1120,444,2140,0.758929
1121,444,6183,0.130952
1122,446,263,0
1123,447,6962,0.261905
1124,447,4946,1
1125,449,2986,1
1126,450,3505,0.278912
1127,450,445,1
1128,450,7257,0.0238095
1129,452,4971,1
1130,453,5490,1
1131,454,1957,1
1132,455,7110,0.5
1133,455,7356,0
1134,457,3221,0.954082
1135,457,6418,0.459184
1136,457,3102,0.214286
1137,457,486,0.352041
1138,457,6262,0.64966
1139,457,1344,0.430272
1140,457,3544,0
1141,458,2665,0.25
1142,458,6210,0.64881
1143,458,4734,0.333333
1144,458,5712,0.267857
1145,460,3027,0.311688
1146,460,299,1
1147,460,5050,0.67316
1148,460,3813,0.632035
1149,460,1694,0.11039
1150,460,1694,0.0194805
1151,460,1668,0.268398
1152,460,1868,0.686147
1153,461,3166,1
1154,462,1268,0.487469
1155,462,6888,0.840852
1156,462,3685,0.770677
1157,462,132,0.203008
1158,462,1302,0.162907
1159,462,943,0.892231
1160,462,2031,0.64411
1161,463,2465,0.556548
1162,463,792,0.875
1163,463,1868,0.705357
1164,463,7150,0.568452
1165,464,2951,0.5
1166,464,1061,0.210317
1167,465,4084,0
1168,465,180,0.5
1169,466,6003,0.5
1170,466,534,0
1171,468,706,0.0689223
1172,468,5759,0.379699
1173,468,1075,0.726817
1174,468,1993,0.201754
1175,468,5522,0.962406
1176,468,1654,0.229323
1177,468,969,0.235589
1178,468,1886,0.615288
1179,468,2368,0.927318
1180,472,5452,0.333333
1181,472,4636,0.666667
1182,473,908,1
1183,475,2630,1
1184,476,3641,0.598413
1185,476,2794,0.0174603
1186,476,2923,0.646032
1187,476,2826,0.0492063
1188,476,382,0.790476
1189,477,7235,0.8
1190,477,7486,0.538095
1191,477,5008,0.892063
1192,477,4949,0.231746
1193,477,5426,0.526984
1194,477,6718,0.353968
1195,477,1425,0.34127
1196,477,2814,0.366667
1197,477,6769,0.604762
1198,477,27,0.626984
1199,478,6573,0.0666667
1200,478,6573,0
